id,name,host_id,host_name,host_is_superhost,neighbourhood,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,latitude,longitude,calculated_host_listings_count,instant_bookable
10000181,Charming Entire home/apt in Friedrichshain,20000422,Host_422,t,Friedrichshain,Entire home/apt,134,1,31,4.72,333,52.51276534017628,13.448760248058228,1,t
10000182,Charming Private room in Prenzlauer Berg,20000068,Host_68,f,Prenzlauer Berg,Private room,55,1,9,4.67,157,52.55020307591974,13.447359200588728,1,t
10000183,Charming Entire home/apt in Charlottenburg,20000494,Host_494,f,Charlottenburg,Entire home/apt,187,2,61,4.77,64,52.506526468658095,13.29717553474102,1,f
10000184,Charming Entire home/apt in Steglitz,20000424,Host_424,f,Steglitz,Entire home/apt,74,1,103,4.29,156,52.44659577340088,13.319950934269448,1,f
10000185,Charming Entire home/apt in Neukölln,20000348,Host_348,t,Neukölln,Entire home/apt,139,1,18,4.96,209,52.47204001193186,13.4210367820871,1,f
10000186,Charming Entire home/apt in Kreuzberg,20000218,Host_218,f,Kreuzberg,Entire home/apt,142,1,8,4.37,48,52.496398053729926,13.36078217910346,1,t
10000187,Charming Entire home/apt in Mitte,20000043,Host_43,f,Mitte,Entire home/apt,163,1,93,4.24,36,52.53084479583073,13.396337048597386,1,f
10000188,Charming Private room in Schöneberg,20000277,Host_277,f,Schöneberg,Private room,40,2,92,3.98,167,52.47774169659079,13.351339410908235,1,t
10000189,Charming Private room in Steglitz,20000456,Host_456,f,Steglitz,Private room,62,3,69,3.8,157,52.445818159673976,13.337038326868509,1,t
10000190,Charming Entire home/apt in Prenzlauer Berg,20000175,Host_175,f,Prenzlauer Berg,Entire home/apt,127,1,19,4.63,224,52.53801469352094,13.40833211661877,1,t
10000191,Charming Entire home/apt in Tempelhof,20000041,Host_41,f,Tempelhof,Entire home/apt,103,1,4,3.97,258,52.47188985515033,13.390479796693205,1,t
10000192,Charming Entire home/apt in Kreuzberg,20000002,Host_2,f,Kreuzberg,Entire home/apt,125,1,23,4.43,356,52.487162737926795,13.393428395586648,1,f
10000193,Charming Private room in Pankow,20000223,Host_223,f,Pankow,Private room,52,2,11,4.14,121,52.578594572005265,13.408607915428076,1,t
10000194,Charming Entire home/apt in Steglitz,20000288,Host_288,f,Steglitz,Entire home/apt,120,1,16,3.83,166,52.47276007212717,13.328458448122415,1,t
10000195,Charming Entire home/apt in Pankow,20000007,Host_7,t,Pankow,Entire home/apt,81,1,54,4.84,293,52.571176532826314,13.370461200067936,2,f
10000196,Charming Entire home/apt in Steglitz,20000176,Host_176,f,Steglitz,Entire home/apt,125,1,132,4.39,44,52.44841822624572,13.323727915828112,1,t
10000197,Charming Entire home/apt in Wedding,20000363,Host_363,f,Wedding,Entire home/apt,80,1,63,4.21,123,52.534026403429976,13.346503182058237,1,f
10000198,Charming Entire home/apt in Tempelhof,20000196,Host_196,f,Tempelhof,Entire home/apt,91,2,5,4.41,161,52.46272697855996,13.392615753887153,1,t
10000199,Charming Entire home/apt in Wedding,20000343,Host_343,f,Wedding,Entire home/apt,81,2,9,4.71,323,52.55552826559319,13.372731497539096,1,f
10000200,Charming Hotel room in Prenzlauer Berg,20000280,Host_280,f,Prenzlauer Berg,Hotel room,225,2,29,4.48,164,52.51539712477254,13.417409936671797,1,t
10000201,Charming Entire home/apt in Friedrichshain,20000005,Host_5,f,Friedrichshain,Entire home/apt,121,1,47,4.4,4,52.531644402539484,13.477428596371492,2,t
10000202,Charming Shared room in Neukölln,20000046,Host_46,t,Neukölln,Shared room,29,5,31,4.75,101,52.4797538220381,13.41741112586721,1,f
10000203,Charming Private room in Lichtenberg,20000407,Host_407,f,Lichtenberg,Private room,55,2,20,4.46,238,52.53008173218743,13.516616018622416,1,f
10000204,Charming Private room in Pankow,20000048,Host_48,f,Pankow,Private room,69,1,75,4.29,12,52.56695091719647,13.419206551453007,10,t
10000205,Charming Private room in Neukölln,20000208,Host_208,f,Neukölln,Private room,36,1,15,4.68,151,52.49224112719986,13.449212896931844,1,f
10000206,Charming Private room in Kreuzberg,20000222,Host_222,t,Kreuzberg,Private room,51,1,96,4.93,200,52.49736271663733,13.386452925439475,2,f
10000207,Charming Entire home/apt in Schöneberg,20000194,Host_194,t,Schöneberg,Entire home/apt,121,1,15,4.64,187,52.47389758670552,13.349939582128792,1,f
10000208,Charming Entire home/apt in Lichtenberg,20000045,Host_45,f,Lichtenberg,Entire home/apt,108,1,22,3.96,12,52.53620613177729,13.51839399410729,1,t
10000209,Charming Entire home/apt in Pankow,20000290,Host_290,f,Pankow,Entire home/apt,75,2,64,4.4,157,52.56101059231241,13.395137565352293,10,f
10000210,Charming Entire home/apt in Tempelhof,20000053,Host_53,f,Tempelhof,Entire home/apt,111,1,40,4.07,52,52.43360487844179,13.388657743171304,2,f
10000211,Charming Entire home/apt in Lichtenberg,20000191,Host_191,t,Lichtenberg,Entire home/apt,83,1,34,4.62,203,52.5249119713127,13.519848744988478,1,t
10000212,Charming Private room in Wedding,20000241,Host_241,f,Wedding,Private room,42,2,14,4.83,319,52.55703878444981,13.383941196032996,1,t
10000213,Charming Private room in Tempelhof,20000065,Host_65,t,Tempelhof,Private room,71,2,84,4.75,178,52.45903779126455,13.39901583771069,1,f
10000214,Charming Entire home/apt in Steglitz,20000218,Host_218,f,Steglitz,Entire home/apt,74,3,38,4.86,363,52.472027481360996,13.335493231033624,1,f
10000215,Charming Hotel room in Charlottenburg,20000281,Host_281,f,Charlottenburg,Hotel room,139,2,17,4.75,354,52.53821134569021,13.287445778460434,1,t
10000216,Charming Private room in Tempelhof,20000462,Host_462,f,Tempelhof,Private room,41,2,22,4.77,99,52.476151218219485,13.381098620285833,1,f
10000217,Charming Entire home/apt in Pankow,20000162,Host_162,f,Pankow,Entire home/apt,120,1,43,4.02,355,52.58164591875293,13.41435093456079,1,t
10000218,Charming Entire home/apt in Neukölln,20000013,Host_13,t,Neukölln,Entire home/apt,118,1,84,4.94,336,52.483298722081244,13.457198291498708,1,t
10000219,Charming Entire home/apt in Neukölln,20000409,Host_409,f,Neukölln,Entire home/apt,93,7,25,4.55,339,52.50512615421613,13.44676906431847,1,t
10000220,Charming Entire home/apt in Wedding,20000465,Host_465,f,Wedding,Entire home/apt,74,1,7,4.28,223,52.55241648015484,13.376467635413324,1,f
10000221,Charming Shared room in Tempelhof,20000442,Host_442,f,Tempelhof,Shared room,36,1,80,4.66,216,52.47368669169358,13.36562831352662,1,t
10000222,Charming Private room in Kreuzberg,20000059,Host_59,f,Kreuzberg,Private room,64,1,38,4.44,103,52.50172069597795,13.39404897505095,4,f
10000223,Charming Entire home/apt in Lichtenberg,20000096,Host_96,f,Lichtenberg,Entire home/apt,67,2,53,4.44,266,52.51969835234827,13.497254578879408,10,f
10000224,Charming Private room in Steglitz,20000068,Host_68,f,Steglitz,Private room,42,3,27,3.87,173,52.469028639537335,13.329363156637184,1,t
10000225,Charming Private room in Tempelhof,20000005,Host_5,f,Tempelhof,Private room,52,1,24,4.55,293,52.45290919883852,13.383562677885063,3,f
10000226,Charming Entire home/apt in Kreuzberg,20000078,Host_78,f,Kreuzberg,Entire home/apt,92,3,139,4.67,10,52.49659250836447,13.373317865052778,1,f
10000227,Charming Private room in Kreuzberg,20000169,Host_169,f,Kreuzberg,Private room,67,1,21,4.81,310,52.472694540268805,13.391065522164666,1,t
10000228,Charming Private room in Kreuzberg,20000390,Host_390,f,Kreuzberg,Private room,61,7,119,4.23,361,52.49037568422745,13.4115543825503,1,f
10000229,Charming Entire home/apt in Lichtenberg,20000495,Host_495,f,Lichtenberg,Entire home/apt,104,2,0,,73,52.52273563623182,13.513586094168206,2,t
10000230,Charming Private room in Lichtenberg,20000156,Host_156,f,Lichtenberg,Private room,36,1,18,4.78,172,52.53290321914533,13.486650934653424,1,t
10000231,Charming Entire home/apt in Prenzlauer Berg,20000248,Host_248,f,Prenzlauer Berg,Entire home/apt,163,5,105,4.43,205,52.53420626961679,13.441519560484094,1,f
10000232,Charming Private room in Lichtenberg,20000349,Host_349,f,Lichtenberg,Private room,55,7,0,,314,52.543562000871894,13.502394558556515,1,t
10000233,Charming Private room in Neukölln,20000378,Host_378,f,Neukölln,Private room,50,2,30,4.37,281,52.476929636870736,13.44529477685435,2,t
10000234,Charming Private room in Schöneberg,20000199,Host_199,f,Schöneberg,Private room,71,5,27,4.02,40,52.47894041273555,13.366846960591047,1,f
10000235,Charming Private room in Tempelhof,20000046,Host_46,f,Tempelhof,Private room,50,1,61,3.85,163,52.44974245269347,13.371930986304255,1,f
10000236,Charming Entire home/apt in Prenzlauer Berg,20000490,Host_490,f,Prenzlauer Berg,Entire home/apt,132,1,4,4.64,312,52.54179470604048,13.437487934120245,1,t
10000237,Charming Entire home/apt in Wedding,20000326,Host_326,t,Wedding,Entire home/apt,85,5,1,4.68,331,52.544278884062095,13.351179421323117,1,f
10000238,Charming Private room in Schöneberg,20000239,Host_239,f,Schöneberg,Private room,49,1,4,4.17,46,52.49063724672258,13.353844888540918,2,f
10000239,Charming Entire home/apt in Charlottenburg,20000022,Host_22,f,Charlottenburg,Entire home/apt,171,1,10,4.37,138,52.51226504553798,13.278027462793697,1,f
10000240,Charming Entire home/apt in Friedrichshain,20000273,Host_273,f,Friedrichshain,Entire home/apt,148,3,6,4.87,87,52.50575502790745,13.458952502617896,1,t
10000241,Charming Entire home/apt in Mitte,20000423,Host_423,f,Mitte,Entire home/apt,113,1,8,4.53,244,52.51582220202569,13.41913357227246,2,f
10000242,Charming Entire home/apt in Schöneberg,20000076,Host_76,f,Schöneberg,Entire home/apt,118,1,82,3.82,42,52.46329556944875,13.357697580048027,2,t
10000243,Charming Private room in Prenzlauer Berg,20000314,Host_314,f,Prenzlauer Berg,Private room,84,2,119,3.86,192,52.525521262533196,13.4163445619879,1,f
10000244,Charming Private room in Kreuzberg,20000488,Host_488,t,Kreuzberg,Private room,78,1,59,4.8,327,52.500471640204864,13.395248897018401,1,f
10000245,Charming Entire home/apt in Schöneberg,20000451,Host_451,f,Schöneberg,Entire home/apt,100,1,15,4.48,96,52.47840722860754,13.352450827010134,1,f
10000246,Charming Entire home/apt in Lichtenberg,20000069,Host_69,t,Lichtenberg,Entire home/apt,108,1,8,4.75,288,52.52556376858966,13.502999490668548,1,f
10000247,Charming Entire home/apt in Schöneberg,20000079,Host_79,t,Schöneberg,Entire home/apt,110,1,19,4.99,217,52.4973033923731,13.342878285813498,1,f
10000248,Charming Entire home/apt in Charlottenburg,20000322,Host_322,f,Charlottenburg,Entire home/apt,155,1,25,3.88,265,52.51623874963761,13.299279993513771,1,f
10000249,Charming Entire home/apt in Wedding,20000002,Host_2,f,Wedding,Entire home/apt,63,5,2,4.27,147,52.541925981889115,13.366535123663589,1,f
10000250,Charming Private room in Charlottenburg,20000367,Host_367,f,Charlottenburg,Private room,78,1,11,4.46,64,52.523913965544914,13.276376050668711,1,t
10000251,Charming Entire home/apt in Neukölln,20000309,Host_309,f,Neukölln,Entire home/apt,66,2,17,4.83,136,52.48697731708114,13.454499610700887,1,f
10000252,Charming Private room in Wedding,20000420,Host_420,f,Wedding,Private room,40,3,13,4.78,340,52.541786005327324,13.370463799005208,3,t
10000253,Charming Private room in Lichtenberg,20000271,Host_271,f,Lichtenberg,Private room,36,3,3,4.02,150,52.549795839042055,13.527221811180357,1,f
10000254,Charming Entire home/apt in Charlottenburg,20000063,Host_63,f,Charlottenburg,Entire home/apt,156,2,16,4.17,337,52.50606884639779,13.265438356721457,2,f
10000255,Charming Private room in Pankow,20000443,Host_443,f,Pankow,Private room,63,2,2,4.21,72,52.57372248952681,13.383635063665091,1,f
10000256,Charming Private room in Steglitz,20000295,Host_295,f,Steglitz,Private room,58,2,26,3.96,334,52.467793297112394,13.318043845136716,1,f
10000257,Charming Entire home/apt in Wedding,20000150,Host_150,f,Wedding,Entire home/apt,103,1,50,4.25,241,52.54319613373861,13.360061395115132,1,f
10000258,Charming Private room in Charlottenburg,20000341,Host_341,t,Charlottenburg,Private room,77,3,0,,139,52.52436059223497,13.307966846027053,1,f
10000259,Charming Entire home/apt in Wedding,20000023,Host_23,f,Wedding,Entire home/apt,103,7,13,4.19,361,52.55491866061718,13.36820897196067,1,t
10000260,Charming Private room in Tempelhof,20000369,Host_369,t,Tempelhof,Private room,71,1,21,4.77,213,52.466882608405626,13.353550989550508,1,f
10000261,Charming Entire home/apt in Friedrichshain,20000087,Host_87,t,Friedrichshain,Entire home/apt,91,3,46,4.81,149,52.51082633186395,13.449573651286432,1,t
10000262,Charming Entire home/apt in Wedding,20000126,Host_126,t,Wedding,Entire home/apt,71,1,6,4.7,126,52.56128881620298,13.387508839782907,1,t
10000263,Charming Entire home/apt in Lichtenberg,20000412,Host_412,f,Lichtenberg,Entire home/apt,90,2,42,3.99,353,52.511378927703745,13.52769251085155,1,f
10000264,Charming Entire home/apt in Mitte,20000418,Host_418,t,Mitte,Entire home/apt,234,2,4,4.91,6,52.527576628729406,13.404887269535937,2,f
10000265,Charming Entire home/apt in Mitte,20000193,Host_193,t,Mitte,Entire home/apt,223,1,43,4.95,309,52.52418864747409,13.417958197325031,1,f
10000266,Charming Entire home/apt in Neukölln,20000321,Host_321,f,Neukölln,Entire home/apt,114,2,7,4.74,270,52.480468793469825,13.45335353323628,1,t
10000267,Charming Entire home/apt in Prenzlauer Berg,20000030,Host_30,f,Prenzlauer Berg,Entire home/apt,174,1,27,4.86,219,52.54027176618688,13.422570341022125,1,f
10000268,Charming Entire home/apt in Neukölln,20000082,Host_82,f,Neukölln,Entire home/apt,86,1,2,4.21,59,52.462234472939585,13.444295671689492,1,f
10000269,Charming Entire home/apt in Lichtenberg,20000107,Host_107,f,Lichtenberg,Entire home/apt,95,1,3,3.85,135,52.53545735898877,13.511084438456873,1,f
10000270,Charming Entire home/apt in Schöneberg,20000368,Host_368,f,Schöneberg,Entire home/apt,94,3,17,4.53,219,52.49336296559324,13.361898814819757,1,t
10000271,Charming Private room in Kreuzberg,20000400,Host_400,f,Kreuzberg,Private room,67,3,12,4.26,266,52.51329023397541,13.38643084252898,1,t
10000272,Charming Entire home/apt in Lichtenberg,20000059,Host_59,f,Lichtenberg,Entire home/apt,93,1,20,4.3,317,52.54172568548536,13.519406840726333,2,t
10000273,Charming Entire home/apt in Kreuzberg,20000294,Host_294,f,Kreuzberg,Entire home/apt,111,1,41,4.04,355,52.50031839339794,13.400098768299772,2,t
10000274,Charming Private room in Friedrichshain,20000437,Host_437,f,Friedrichshain,Private room,73,3,5,4.04,164,52.51849890120115,13.45358216666934,1,t
10000275,Charming Private room in Charlottenburg,20000405,Host_405,f,Charlottenburg,Private room,70,1,25,4.61,103,52.5256009353507,13.298938340663314,1,t
10000276,Charming Entire home/apt in Neukölln,20000264,Host_264,f,Neukölln,Entire home/apt,83,7,77,4.73,303,52.50549459798958,13.417355451146152,1,t
10000277,Charming Entire home/apt in Prenzlauer Berg,20000415,Host_415,f,Prenzlauer Berg,Entire home/apt,140,1,97,4.26,124,52.530382654202036,13.438400407589159,1,f
10000278,Charming Entire home/apt in Kreuzberg,20000061,Host_61,f,Kreuzberg,Entire home/apt,108,2,92,4.82,182,52.5162877178326,13.38441784727206,1,f
10000279,Charming Entire home/apt in Steglitz,20000389,Host_389,f,Steglitz,Entire home/apt,123,2,104,4.72,154,52.46920855495622,13.321322611174104,1,t
10000280,Charming Private room in Steglitz,20000471,Host_471,f,Steglitz,Private room,52,1,5,4.5,259,52.477425871905304,13.321655435077718,1,t
10000281,Charming Entire home/apt in Mitte,20000406,Host_406,f,Mitte,Entire home/apt,191,2,42,4.72,117,52.51664862218829,13.410135067517343,1,f
10000282,Charming Private room in Prenzlauer Berg,20000156,Host_156,f,Prenzlauer Berg,Private room,73,2,15,3.86,7,52.5241527172359,13.429781972381539,1,t
10000283,Charming Entire home/apt in Friedrichshain,20000209,Host_209,f,Friedrichshain,Entire home/apt,125,7,40,4.21,214,52.52310080651909,13.43783188845547,1,f
10000284,Charming Shared room in Charlottenburg,20000419,Host_419,f,Charlottenburg,Shared room,41,3,2,4.17,230,52.518331652380375,13.305905160189187,1,t
10000285,Charming Entire home/apt in Kreuzberg,20000273,Host_273,f,Kreuzberg,Entire home/apt,103,2,1,4.84,51,52.512944668693464,13.39565695978628,1,f
10000286,Charming Private room in Pankow,20000293,Host_293,f,Pankow,Private room,44,1,61,4.2,124,52.564786101699724,13.394939255454196,1,f
10000287,Charming Entire home/apt in Prenzlauer Berg,20000282,Host_282,f,Prenzlauer Berg,Entire home/apt,100,2,12,4.42,95,52.54951183343042,13.415996376661047,1,f
10000288,Charming Entire home/apt in Pankow,20000266,Host_266,f,Pankow,Entire home/apt,79,2,12,4.7,105,52.55463621077718,13.413920433335438,1,t
10000289,Charming Private room in Prenzlauer Berg,20000278,Host_278,f,Prenzlauer Berg,Private room,61,2,64,4.89,39,52.55199473589344,13.431925360348556,1,t
10000290,Charming Private room in Tempelhof,20000082,Host_82,f,Tempelhof,Private room,46,5,18,4.16,195,52.43055244280089,13.363866148044947,1,f
10000291,Charming Private room in Mitte,20000488,Host_488,f,Mitte,Private room,81,5,18,4.87,71,52.520429322452145,13.425170141801532,1,f
10000292,Charming Entire home/apt in Pankow,20000486,Host_486,t,Pankow,Entire home/apt,95,3,11,4.97,199,52.56301133173261,13.389641063534254,1,t
10000293,Charming Entire home/apt in Kreuzberg,20000006,Host_6,f,Kreuzberg,Entire home/apt,117,30,0,,286,52.51098237940647,13.378645111082342,1,f
10000294,Charming Private room in Friedrichshain,20000487,Host_487,f,Friedrichshain,Private room,47,2,15,3.9,57,52.52034817336346,13.472434707537337,1,f
10000295,Charming Private room in Pankow,20000279,Host_279,f,Pankow,Private room,64,2,42,4.83,220,52.57632152804376,13.417182249671672,1,f
10000296,Charming Entire home/apt in Charlottenburg,20000171,Host_171,t,Charlottenburg,Entire home/apt,180,2,51,4.65,179,52.51711419344041,13.287487842428776,1,f
10000297,Charming Entire home/apt in Mitte,20000137,Host_137,f,Mitte,Entire home/apt,144,2,51,4.81,71,52.526492287903054,13.41636090203466,3,f
10000298,Charming Private room in Kreuzberg,20000107,Host_107,f,Kreuzberg,Private room,54,2,29,4.82,341,52.493246649129844,13.397176804273144,1,t
10000299,Charming Entire home/apt in Pankow,20000192,Host_192,f,Pankow,Entire home/apt,75,7,38,4.83,155,52.56171167612391,13.413375079693159,1,f
10000300,Charming Entire home/apt in Prenzlauer Berg,20000184,Host_184,f,Prenzlauer Berg,Entire home/apt,125,5,14,4.3,57,52.55452641935664,13.446600637342252,1,f
10000301,Charming Entire home/apt in Kreuzberg,20000247,Host_247,f,Kreuzberg,Entire home/apt,127,1,14,4.72,207,52.487716805129715,13.372609442562208,1,t
10000302,Charming Shared room in Pankow,20000411,Host_411,t,Pankow,Shared room,33,2,9,4.79,72,52.557945990969905,13.406675877698495,2,f
10000303,Charming Entire home/apt in Pankow,20000010,Host_10,t,Pankow,Entire home/apt,81,1,38,4.76,161,52.57456085982744,13.412685204300196,2,t
10000304,Charming Entire home/apt in Schöneberg,20000140,Host_140,f,Schöneberg,Entire home/apt,135,7,32,4.75,115,52.47581615909005,13.345475062274124,1,f
10000305,Charming Entire home/apt in Wedding,20000481,Host_481,t,Wedding,Entire home/apt,69,1,27,4.96,111,52.55790342811616,13.335628030148454,1,t
10000306,Charming Private room in Steglitz,20000091,Host_91,f,Steglitz,Private room,44,2,100,3.89,202,52.45846814883177,13.337753842379392,2,t
10000307,Charming Entire home/apt in Charlottenburg,20000237,Host_237,t,Charlottenburg,Entire home/apt,178,2,3,4.67,219,52.53096394055253,13.302631774805887,10,t
10000308,Charming Entire home/apt in Pankow,20000223,Host_223,f,Pankow,Entire home/apt,124,2,8,4.48,320,52.564592852995396,13.400009101724294,1,f
10000309,Charming Entire home/apt in Mitte,20000426,Host_426,f,Mitte,Entire home/apt,167,1,62,4.19,261,52.51511608269183,13.411301769973779,1,t
10000310,Charming Entire home/apt in Neukölln,20000072,Host_72,f,Neukölln,Entire home/apt,76,1,39,3.88,216,52.48850536115435,13.445473312542033,1,f
10000311,Charming Entire home/apt in Neukölln,20000474,Host_474,f,Neukölln,Entire home/apt,122,3,8,4.06,18,52.49287719177167,13.458033435668732,2,t
10000312,Charming Private room in Kreuzberg,20000419,Host_419,t,Kreuzberg,Private room,50,1,20,4.96,49,52.50597252532943,13.375425832080577,1,t
10000313,Charming Entire home/apt in Charlottenburg,20000141,Host_141,f,Charlottenburg,Entire home/apt,113,3,1,4.26,283,52.51414471848646,13.283409231452904,1,f
10000314,Charming Entire home/apt in Pankow,20000259,Host_259,f,Pankow,Entire home/apt,107,1,13,4.11,285,52.57784049597325,13.394749337641045,2,f
10000315,Charming Entire home/apt in Schöneberg,20000197,Host_197,f,Schöneberg,Entire home/apt,143,2,65,4.27,3,52.48985155494035,13.358595601287787,2,f
10000316,Charming Private room in Pankow,20000106,Host_106,f,Pankow,Private room,44,5,28,4.71,298,52.55168027035867,13.407634776881034,10,f
10000317,Charming Private room in Kreuzberg,20000452,Host_452,f,Kreuzberg,Private room,85,2,53,4.09,250,52.51168011915662,13.374117750396628,2,f
10000318,Charming Entire home/apt in Mitte,20000076,Host_76,f,Mitte,Entire home/apt,114,5,19,4.35,214,52.50230541404684,13.395630450359887,1,t
10000319,Charming Private room in Tempelhof,20000237,Host_237,f,Tempelhof,Private room,45,3,1,3.98,47,52.47034105595856,13.398904853295923,1,t
10000320,Charming Private room in Neukölln,20000011,Host_11,f,Neukölln,Private room,45,1,1,4.43,17,52.485912076654124,13.429629559303796,2,f
10000321,Charming Private room in Steglitz,20000144,Host_144,t,Steglitz,Private room,47,2,0,,314,52.44680937179428,13.309418726020846,1,f
10000322,Charming Entire home/apt in Schöneberg,20000072,Host_72,f,Schöneberg,Entire home/apt,143,3,8,4.05,7,52.475797814468024,13.35134893900711,4,t
10000323,Charming Entire home/apt in Steglitz,20000284,Host_284,t,Steglitz,Entire home/apt,116,5,49,4.89,227,52.4477239930534,13.307006186710131,1,f
10000324,Charming Entire home/apt in Charlottenburg,20000461,Host_461,f,Charlottenburg,Entire home/apt,124,1,18,4.55,355,52.50973496611784,13.30043856292756,1,t
10000325,Charming Private room in Neukölln,20000034,Host_34,f,Neukölln,Private room,41,1,18,4.06,238,52.48623395016902,13.430116189642703,2,t
10000326,Charming Entire home/apt in Prenzlauer Berg,20000288,Host_288,f,Prenzlauer Berg,Entire home/apt,100,1,160,3.83,136,52.5419855392339,13.416093275922135,1,f
10000327,Charming Entire home/apt in Kreuzberg,20000147,Host_147,t,Kreuzberg,Entire home/apt,142,2,18,4.77,315,52.50912791556903,13.395156224793615,1,f
10000328,Charming Entire home/apt in Charlottenburg,20000016,Host_16,f,Charlottenburg,Entire home/apt,107,2,25,4.08,208,52.49909994525625,13.285625071495204,3,f
10000329,Charming Private room in Charlottenburg,20000321,Host_321,f,Charlottenburg,Private room,54,1,135,4.54,194,52.50807340554729,13.306052877177938,1,f
10000330,Charming Entire home/apt in Mitte,20000369,Host_369,f,Mitte,Entire home/apt,137,3,8,4.56,295,52.52735621997246,13.431726983631565,1,f
10000331,Charming Entire home/apt in Charlottenburg,20000374,Host_374,f,Charlottenburg,Entire home/apt,166,1,202,4.0,88,52.504151890606614,13.302736479096641,3,t
10000332,Charming Entire home/apt in Wedding,20000076,Host_76,t,Wedding,Entire home/apt,96,2,27,4.67,158,52.548243825320824,13.355174406732678,2,t
10000333,Charming Private room in Steglitz,20000015,Host_15,f,Steglitz,Private room,35,3,69,3.97,35,52.4649679879799,13.289998568629008,10,f
10000334,Charming Private room in Friedrichshain,20000127,Host_127,f,Friedrichshain,Private room,67,2,10,4.63,186,52.499078564722055,13.467112653758576,3,t
10000335,Charming Private room in Neukölln,20000243,Host_243,f,Neukölln,Private room,35,1,58,4.82,309,52.48732442466368,13.439349286611249,3,f
10000336,Charming Entire home/apt in Schöneberg,20000109,Host_109,f,Schöneberg,Entire home/apt,78,3,15,4.08,189,52.49091407528924,13.361117030438184,1,f
10000337,Charming Entire home/apt in Charlottenburg,20000251,Host_251,f,Charlottenburg,Entire home/apt,135,2,17,4.06,246,52.50718296929744,13.294050472187461,1,t
10000338,Charming Private room in Neukölln,20000096,Host_96,t,Neukölln,Private room,69,2,58,4.73,110,52.49518531345148,13.397682870151975,1,f
10000339,Charming Private room in Kreuzberg,20000340,Host_340,f,Kreuzberg,Private room,49,2,10,4.68,242,52.512081478486074,13.380325821386826,1,f
10000340,Charming Entire home/apt in Steglitz,20000173,Host_173,f,Steglitz,Entire home/apt,114,1,8,4.41,345,52.450257939186045,13.337323154031425,1,f
10000341,Charming Entire home/apt in Tempelhof,20000299,Host_299,f,Tempelhof,Entire home/apt,84,2,60,3.85,274,52.46576131459024,13.37233897565396,1,t
10000342,Charming Entire home/apt in Steglitz,20000230,Host_230,f,Steglitz,Entire home/apt,104,2,7,4.57,139,52.47369838978181,13.33021106831341,1,f
10000343,Charming Private room in Tempelhof,20000046,Host_46,f,Tempelhof,Private room,44,1,27,4.67,27,52.47006833657028,13.388697319309504,1,t
10000344,Charming Entire home/apt in Kreuzberg,20000409,Host_409,t,Kreuzberg,Entire home/apt,108,7,72,4.78,216,52.498588532109245,13.380968980105065,1,t
10000345,Charming Private room in Neukölln,20000047,Host_47,f,Neukölln,Private room,61,2,108,3.97,137,52.47574120324105,13.43766625159402,1,f
10000346,Charming Private room in Friedrichshain,20000306,Host_306,f,Friedrichshain,Private room,43,2,41,4.04,70,52.50661406847036,13.44644665061274,1,f
10000347,Charming Entire home/apt in Pankow,20000291,Host_291,t,Pankow,Entire home/apt,126,5,17,4.72,15,52.57074867883853,13.423060987313873,1,f
10000348,Charming Entire home/apt in Mitte,20000031,Host_31,f,Mitte,Entire home/apt,161,1,13,4.67,267,52.5000867795262,13.408907761327805,2,f
10000349,Charming Private room in Mitte,20000181,Host_181,f,Mitte,Private room,97,2,19,4.9,29,52.51016877865418,13.380717920367134,1,f
10000350,Charming Entire home/apt in Lichtenberg,20000229,Host_229,f,Lichtenberg,Entire home/apt,72,2,15,4.47,171,52.54070838759367,13.501164756346132,1,f
10000351,Charming Entire home/apt in Neukölln,20000171,Host_171,f,Neukölln,Entire home/apt,115,3,31,4.19,92,52.47806594484158,13.41325870406234,1,t
10000352,Charming Entire home/apt in Tempelhof,20000383,Host_383,f,Tempelhof,Entire home/apt,128,1,18,3.82,264,52.46076769075957,13.385388276462285,1,f
10000353,Charming Entire home/apt in Wedding,20000453,Host_453,f,Wedding,Entire home/apt,74,2,0,,338,52.55801209039013,13.352376094736572,1,t
10000354,Charming Entire home/apt in Neukölln,20000035,Host_35,t,Neukölln,Entire home/apt,128,1,24,4.62,44,52.45170551309998,13.465794580367525,1,f
10000355,Charming Private room in Steglitz,20000195,Host_195,f,Steglitz,Private room,56,3,81,4.38,0,52.45264991723644,13.316764621737322,1,f
10000356,Charming Private room in Tempelhof,20000200,Host_200,f,Tempelhof,Private room,39,1,41,4.6,24,52.47025169125373,13.39707487129421,1,t
10000357,Charming Entire home/apt in Lichtenberg,20000334,Host_334,f,Lichtenberg,Entire home/apt,83,1,14,3.99,322,52.52116480767572,13.53305251423471,4,f
10000358,Charming Entire home/apt in Charlottenburg,20000280,Host_280,f,Charlottenburg,Entire home/apt,144,5,2,4.11,248,52.52200747555279,13.309202828471891,1,f
10000359,Charming Private room in Neukölln,20000487,Host_487,f,Neukölln,Private room,55,2,0,,274,52.48022638652381,13.461376267860688,1,f
10000360,Charming Private room in Mitte,20000348,Host_348,f,Mitte,Private room,57,2,5,4.26,79,52.52434770064557,13.412131460237898,1,f
10000361,Charming Entire home/apt in Steglitz,20000310,Host_310,t,Steglitz,Entire home/apt,81,7,74,4.96,64,52.44814335196477,13.346037495473514,1,t
